,Date,Team,Acquired,Relinquished,Notes,Duration,Year,Season
6938,2018-12-29,Hornets,2018-12-31,(William) Tony Parker,placed on IL,2.0,2018,post
6939,2018-12-29,Jazz,2019-01-01,Jae Crowder,placed on IL with left thumb injury,3.0,2018,post
6940,2018-12-29,Jazz,2019-01-01,Ricky Rubio,placed on IL with bruised lower back,3.0,2018,post
6942,2018-12-29,Wizards,2019-01-09,Jordan McRae,placed on IL,11.0,2018,post
6943,2018-12-29,Rockets,2018-12-31,Brandon Knight,placed on IL,2.0,2018,post
6944,2018-12-30,Blazers,2019-01-01,Maurice Harkless / Moe Harkless,placed on IL with left knee injury,2.0,2018,post
6945,2018-12-30,Timberwolves,2019-01-08,Derrick Rose,placed on IL with sprained right ankle,9.0,2018,post
6946,2018-12-31,Hawks,2019-01-30,Kent Bazemore,placed on IL with sprained right ankle,30.0,2018,post
6947,2018-12-31,Magic,2019-01-04,Jonathon Simmons,placed on IL with sprained left ankle,4.0,2018,post
6948,2018-12-31,Pelicans,2019-01-02,Frank Jackson,placed on IL,2.0,2018,post
6949,2018-12-31,Rockets,2019-01-16,Eric Gordon,placed on IL with bruised right knee,16.0,2018,post
6951,2018-12-31,Warriors,2019-01-03,Jacob Evans,placed on IL,3.0,2018,post
6952,2019-01-02,76ers,2019-01-08,Jimmy Butler,placed on IL with upper respiratory infection,6.0,2019,regular
6953,2019-01-02,Cavaliers,2019-01-08,Ante Zizic,placed on IL,6.0,2019,regular
6954,2019-01-02,Celtics,2019-01-07,Kyrie Irving,placed on IL with right eye injury,5.0,2019,regular
6955,2019-01-02,Hawks,2019-02-14,Alex Poythress,placed on IL,43.0,2019,regular
6956,2019-01-02,Hornets,2019-02-05,Cody Zeller,placed on IL with fractured right hand,34.0,2019,regular
6957,2019-01-02,Nets,2019-01-04,Treveon Graham,placed on IL,2.0,2019,regular
6958,2019-01-02,Timberwolves,season,Robert Covington,placed on IL with right knee injury (out for season),100.0,2019,regular
6959,2019-01-02,Wizards,2019-02-08,Markieff Morris,placed on IL with neck injury,37.0,2019,regular
6960,2019-01-03,Raptors,2019-01-11,Malachi Richardson,placed on IL,8.0,2019,regular
6961,2019-01-04,Bucks,2019-01-19,Donte DiVincenzo,placed on IL with sore right ankle/heel,15.0,2019,regular
6962,2019-01-04,Celtics,2019-01-07,Marcus Morris,placed on IL with neck injury,3.0,2019,regular
6963,2019-01-05,76ers,2019-01-08,Wilson Chandler,placed on IL with upper respiratory infection,3.0,2019,regular
6964,2019-01-05,Kings,2019-01-10,Iman Shumpert,placed on IL with right index finger injury,5.0,2019,regular
6965,2019-01-05,Mavericks,2019-01-07,Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL with sore left ankle,2.0,2019,regular
6966,2019-01-06,Hawks,season,Miles Plumlee,placed on IL with left knee injury (out for season),100.0,2019,regular
6967,2019-01-06,Pacers,2019-01-15,Myles Turner,placed on IL with sore right shoulder,9.0,2019,regular
6968,2019-01-06,Raptors,2019-01-08,Kawhi Leonard,placed on IL,2.0,2019,regular
6969,2019-01-07,Bucks,2019-01-09,D.J. Wilson,placed on IL,2.0,2019,regular
6970,2019-01-07,Grizzlies,season,Dillon Brooks,placed on IL with toe injury (out for season),100.0,2019,regular
6971,2019-01-07,Jazz,2019-03-11,Dante Exum,placed on IL with sprained left ankle,63.0,2019,regular
6972,2019-01-07,Jazz,2019-02-09,Thabo Sefolosha,placed on IL with strained right hamstring,33.0,2019,regular
6973,2019-01-07,Knicks,2019-01-13,Frank Ntilikina,placed on IL with sprained left ankle,6.0,2019,regular
6974,2019-01-07,Mavericks,2019-01-09,Salah Mejri,placed on IL,2.0,2019,regular
6975,2019-01-07,Nets,2019-01-09,Joe Harris,placed on IL with sprained right ankle,2.0,2019,regular
6976,2019-01-07,Pelicans,2019-01-12,E'Twaun Moore,placed on IL with bruised left quadricep,5.0,2019,regular
6977,2019-01-07,Spurs,2019-01-10,Rudy Gay,placed on IL with sprained left wrist,3.0,2019,regular
6978,2019-01-08,76ers,2019-01-09,J.J. Redick,placed on IL with back injury,1.0,2019,regular
6979,2019-01-08,Cavaliers,2019-01-09,Rodney Hood,placed on IL with left Achilles injury,1.0,2019,regular
6980,2019-01-08,Jazz,2019-01-21,Ricky Rubio,placed on IL with strained right hamstring,13.0,2019,regular
6981,2019-01-08,Nuggets,2019-01-10,Gary Harris,placed on IL with left hamstring injury,2.0,2019,regular
6982,2019-01-08,Suns,2019-01-15,Devin Booker,placed on IL with back spasms,7.0,2019,regular
6983,2019-01-08,Warriors,2019-01-11,Shaun Livingston,placed on IL with sore left knee,3.0,2019,regular
6984,2019-01-09,Cavaliers,2019-01-25,Larry Nance Jr.,placed on IL with sprained MCL in right knee,16.0,2019,regular
6985,2019-01-09,Mavericks,season,Dennis Smith Jr.,placed on IL with back injury,100.0,2019,regular
6986,2019-01-10,Kings,season,Skal Labissiere,placed on IL,100.0,2019,regular
6987,2019-01-10,Pistons,2019-01-12,Blake Griffin,placed on IL,2.0,2019,regular
6988,2019-01-10,Pistons,2019-01-12,Zaur Pachulia / Zaza Pachulia,placed on IL with right leg injury,2.0,2019,regular
6989,2019-01-10,Thunder,2019-01-17,Nerlens Noel,placed on IL with concussion,7.0,2019,regular
6990,2019-01-11,76ers,2019-01-13,Joel Embiid,placed on IL with sore left ankle,2.0,2019,regular
6991,2019-01-11,Bucks,2019-01-13,Giannis Antetokounmpo,placed on IL with bruised left hip,2.0,2019,regular
6993,2019-01-11,Nets,2019-02-21,Jared Dudley,placed on IL with left hamstring injury,41.0,2019,regular
6994,2019-01-11,Raptors,2019-01-13,Patrick McCaw,placed on IL,2.0,2019,regular
6995,2019-01-11,Warriors,2019-01-13,Jacob Evans,placed on IL,2.0,2019,regular
6996,2019-01-12,Hornets,2019-01-14,(William) Tony Parker,placed on IL,2.0,2019,regular
6997,2019-01-12,Jazz,2019-02-06,Raulzinho Neto / Raul Neto,placed on IL with strained left groin,25.0,2019,regular
6998,2019-01-12,Magic,2019-01-18,Mohamed Bamba / Mo Bamba,placed on IL with sore left foot,6.0,2019,regular
6999,2019-01-12,Nuggets,2019-01-17,Gary Harris,placed on IL with left hamstring injury,5.0,2019,regular
7000,2019-01-12,Nuggets,2019-01-15,Trey Lyles,placed on IL with sprained right wrist,3.0,2019,regular
7001,2019-01-12,Spurs,2019-01-14,Rudy Gay,placed on IL with sprained left wrist,2.0,2019,regular
7002,2019-01-12,Timberwolves,2019-01-15,Derrick Rose,placed on IL with sprained right ankle,3.0,2019,regular
7003,2019-01-13,Mavericks,season,Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL with torn right Achilles tendon (out for season),100.0,2019,regular
7004,2019-01-13,Raptors,season,C.J. Miles,placed on IL with right hip injury,100.0,2019,regular
7005,2019-01-13,Raptors,2019-01-17,Chris Boucher,placed on IL,4.0,2019,regular
7006,2019-01-14,Celtics,2019-01-16,Kyrie Irving,placed on IL with bruised right quadriceps,2.0,2019,regular
7008,2019-01-14,Grizzlies,2019-01-28,Kyle Anderson,placed on IL with sprained left ankle,14.0,2019,regular
7009,2019-01-14,Pistons,2019-01-16,Zaur Pachulia / Zaza Pachulia,placed on IL with right leg injury,2.0,2019,regular
7010,2019-01-14,Rockets,2019-02-21,Clint Capela,placed on IL with right thumb injury,38.0,2019,regular
7011,2019-01-15,76ers,2019-01-26,Shake Milton,placed on IL,11.0,2019,regular
7012,2019-01-15,Hawks,2019-01-19,Dewayne Dedmon,placed on IL with sprained left ankle,4.0,2019,regular
7014,2019-01-15,Hawks,2019-01-19,Tyler Dorsey,placed on IL,4.0,2019,regular
7015,2019-01-15,Pacers,2019-01-26,Edmond Sumner,placed on IL,11.0,2019,regular
7016,2019-01-16,Celtics,2019-01-19,Robert Williams III,placed on IL,3.0,2019,regular
7018,2019-01-16,Rockets,2019-01-21,Brandon Knight,placed on IL with sore left knee,5.0,2019,regular
7019,2019-01-16,Rockets,2019-03-13,Danuel House,placed on IL,56.0,2019,regular
7020,2019-01-16,Rockets,2019-01-19,James Ennis,placed on IL with left calf injury,3.0,2019,regular
7021,2019-01-17,Bulls,season,Wendell Carter Jr.,placed on IL with sprained left thumb (out for season),100.0,2019,regular
7022,2019-01-17,Knicks,2019-01-28,Kadeem Allen,placed on IL,11.0,2019,regular
7023,2019-01-17,Raptors,2019-01-19,Malachi Richardson,placed on IL,2.0,2019,regular
7024,2019-01-17,Wizards,2019-01-21,Jordan McRae,placed on IL,4.0,2019,regular
7025,2019-01-18,Clippers,2019-01-20,Louis Williams / Lou Williams,placed on IL with right hamstring injury,2.0,2019,regular
7026,2019-01-18,Magic,2019-01-21,Melvin Frazier Jr.,placed on IL,3.0,2019,regular
7028,2019-01-18,Timberwolves,2019-02-22,Tyus Jones,placed on IL with sprained left ankle,35.0,2019,regular
7029,2019-01-18,Warriors,2019-02-23,Jacob Evans,placed on IL,36.0,2019,regular
7030,2019-01-19,Cavaliers,2019-03-20,Tristan Thompson,placed on IL with sore left foot,60.0,2019,regular
7031,2019-01-19,Hawks,2019-02-07,Jaylen Adams,placed on IL,19.0,2019,regular
7032,2019-01-19,Pistons,2019-01-25,Andre Drummond,placed on IL with concussion,6.0,2019,regular
7033,2019-01-19,Pistons,2019-02-02,Ishmael Smith / Ish Smith,placed on IL with right adductor injury,14.0,2019,regular
7034,2019-01-19,Raptors,2019-01-23,Kawhi Leonard,placed on IL,4.0,2019,regular
7035,2019-01-20,Clippers,2019-02-07,Danilo Gallinari,placed on IL with lower back spasms,18.0,2019,regular
7036,2019-01-20,Lakers,season,Lonzo Ball,placed on IL with sprained left ankle (out for season),100.0,2019,regular
7037,2019-01-20,Suns,2019-02-02,Deandre Ayton,placed on IL with sprained left ankle,13.0,2019,regular
7038,2019-01-20,Suns,2019-01-27,Richaun Holmes,placed on IL with sprained right foot,7.0,2019,regular
7039,2019-01-21,76ers,2019-01-29,Jimmy Butler,placed on IL with sprained right wrist,8.0,2019,regular
7040,2019-01-21,Blazers,2019-02-05,Gary Trent Jr.,placed on IL,15.0,2019,regular
7041,2019-01-21,Bucks,2019-01-25,Jason Smith,placed on IL,4.0,2019,regular
7042,2019-01-21,Celtics,2019-01-23,Robert Williams III,placed on IL,2.0,2019,regular
7044,2019-01-21,Magic,2019-01-23,Aaron Gordon,placed on IL with sore lower back,2.0,2019,regular
7045,2019-01-21,Mavericks,2019-01-22,Salah Mejri,placed on IL,1.0,2019,regular
7046,2019-01-21,Pelicans,2019-02-06,Anthony Davis,placed on IL with left index finger injury,16.0,2019,regular
7047,2019-01-21,Pistons,2019-01-25,Henry Ellenson,placed on IL with sprained left ankle,4.0,2019,regular
7048,2019-01-21,Rockets,2019-02-01,Isaiah Hartenstein,placed on IL,11.0,2019,regular
7049,2019-01-22,76ers,2019-03-06,Kostas Antetokounmpo,placed on IL,43.0,2019,regular
7050,2019-01-22,Timberwolves,2019-01-24,Jeff Teague,placed on IL with sore left foot,2.0,2019,regular
7051,2019-01-23,Celtics,2019-01-26,Al Horford,placed on IL,3.0,2019,regular
7053,2019-01-23,Hawks,2019-01-26,Kevin Huerter,placed on IL with sore neck,3.0,2019,regular
7054,2019-01-23,Knicks,2019-02-01,Luke Kornet,placed on IL with sprained left ankle,9.0,2019,regular
7055,2019-01-23,Magic,2019-01-25,Melvin Frazier Jr.,placed on IL,2.0,2019,regular
7056,2019-01-23,Raptors,2019-01-31,Chris Boucher,placed on IL,8.0,2019,regular
7057,2019-01-23,Raptors,2019-02-06,Malachi Richardson,placed on IL with sore right knee,14.0,2019,regular
7058,2019-01-23,Suns,season,T.J. Warren,placed on IL with sore right ankle (out for season),100.0,2019,regular
7059,2019-01-24,Pelicans,2019-02-21,Nikola Mirotic,placed on IL with strained right calf,28.0,2019,regular
7060,2019-01-25,Bucks,2019-03-07,Donte DiVincenzo,placed on IL with right heel injury,41.0,2019,regular
7061,2019-01-25,Grizzlies,2019-02-01,Yuta Watanabe,placed on IL,7.0,2019,regular
7062,2019-01-25,Knicks,2019-02-22,Emmanuel Mudiay,placed on IL with strained left shoulder,28.0,2019,regular
7063,2019-01-25,Magic,2019-01-31,Isaiah Briscoe,placed on IL with sprained right ankle,6.0,2019,regular
7064,2019-01-25,Suns,2019-02-20,De'Anthony Melton,placed on IL with sprained right ankle,26.0,2019,regular
7065,2019-01-25,Timberwolves,2019-01-30,Jeff Teague,placed on IL with sore left foot,5.0,2019,regular
7066,2019-01-26,76ers,2019-01-29,Joel Embiid,placed on IL,3.0,2019,regular
7067,2019-01-26,76ers,2019-01-29,Wilson Chandler,placed on IL with left hamstring injury,3.0,2019,regular
7068,2019-01-26,Blazers,2019-01-30,Damian Lillard,placed on IL with sore right knee,4.0,2019,regular
7069,2019-01-26,Bulls,season,Chandler Hutchison,placed on IL with right foot injury (out for season),100.0,2019,regular
7070,2019-01-26,Celtics,2019-01-28,Robert Williams III,placed on IL,2.0,2019,regular
7071,2019-01-26,Grizzlies,2019-02-09,Garrett Temple,placed on IL with sprained left shoulder,14.0,2019,regular
7072,2019-01-26,Grizzlies,2019-02-07,Omri Casspi,placed on IL with sore right knee,12.0,2019,regular
7073,2019-01-26,Nuggets,2019-02-06,Jamal Murray,placed on IL with sprained left ankle,11.0,2019,regular
7075,2019-01-27,Spurs,season,DeMar DeRozan,placed on IL with sore left knee,100.0,2019,regular
7076,2019-01-28,Celtics,2019-02-01,Kyrie Irving,placed on IL with strained left hip,4.0,2019,regular
7077,2019-01-28,Heat,2019-02-21,Derrick Jones Jr.,placed on IL with bone bruse in right knee,24.0,2019,regular
7078,2019-01-28,Knicks,2019-03-22,Frank Ntilikina,placed on IL with groin injury,53.0,2019,regular
7079,2019-01-28,Nets,2019-03-01,Spencer Dinwiddie,placed on IL with right thumb injury,32.0,2019,regular
7080,2019-01-28,Pacers,2019-02-02,Tyreke Evans,placed on IL with sore lower back,5.0,2019,regular
7081,2019-01-28,Warriors,2019-01-31,Draymond Green,placed on IL,3.0,2019,regular
7082,2019-01-29,76ers,2019-01-31,Jonah Bolden,placed on IL with sore right Achilles,2.0,2019,regular
7083,2019-01-29,76ers,2019-02-02,Shake Milton,placed on IL,4.0,2019,regular
7084,2019-01-29,Bucks,2019-01-31,Malcolm Brogdon,placed on IL with sternum injury,2.0,2019,regular
7085,2019-01-29,Magic,2019-01-31,Melvin Frazier Jr.,placed on IL,2.0,2019,regular
7086,2019-01-29,Pelicans,2019-02-06,Julius Randle,placed on IL with sprained right ankle,8.0,2019,regular
7087,2019-01-29,Pistons,2019-01-31,Reggie Bullock,placed on IL with sprained left ankle,2.0,2019,regular
7088,2019-01-29,Thunder,2019-02-01,Terrance Ferguson,placed on IL with back spasms,3.0,2019,regular
7089,2019-01-30,Celtics,2019-02-07,Robert Williams III,placed on IL,8.0,2019,regular
7090,2019-01-30,Hawks,2019-02-01,Tyler Dorsey,placed on IL with bruised left knee,2.0,2019,regular
7091,2019-01-30,Hornets,2019-02-01,(William) Tony Parker,placed on IL with sore right ankle,2.0,2019,regular
7092,2019-01-30,Pacers,season,Alize Johnson,placed on IL,100.0,2019,regular
7093,2019-01-31,Magic,2019-02-10,Jonathon Simmons,placed on IL with strained abdominal,10.0,2019,regular
7094,2019-01-31,Mavericks,2019-02-03,DeAndre Jordan,placed on IL,3.0,2019,regular
7095,2019-01-31,Mavericks,2019-02-03,Wesley Matthews / Wes Matthews Jr.,placed on IL,3.0,2019,regular
7096,2019-02-01,Grizzlies,2019-02-03,Mike Conley Jr.,placed on IL with sore left knee,2.0,2019,regular
7097,2019-02-01,Nuggets,2019-02-22,Gary Harris,placed on IL with right adductor injury,21.0,2019,regular
7098,2019-02-02,76ers,2019-03-08,Wilson Chandler,placed on IL with strained right quadriceps,34.0,2019,regular
7099,2019-02-02,Bucks,2019-02-08,Jason Smith,placed on IL with sore left knee,6.0,2019,regular
7101,2019-02-02,Knicks,2019-02-06,Courtney Lee,placed on IL,4.0,2019,regular
7102,2019-02-02,Lakers,season,LeBron James,placed on IL with strained left groin,100.0,2019,regular
7103,2019-02-02,Mavericks,2019-02-06,Tim Hardaway Jr.,placed on IL with hamstring injury,4.0,2019,regular
7105,2019-02-02,Pacers,2019-02-11,Doug McDermott,placed on IL with rib injury,9.0,2019,regular
7106,2019-02-02,Spurs,2019-02-04,Lonnie Walker IV,placed on IL,2.0,2019,regular
7107,2019-02-03,Celtics,2019-03-03,Aron Baynes,placed on IL with bruised left foot,28.0,2019,regular
7109,2019-02-03,Raptors,2019-02-05,Kyle Lowry,placed on IL with sore lower back,2.0,2019,regular
7110,2019-02-04,Rockets,2019-02-06,Eric Gordon,placed on IL with sore right knee,2.0,2019,regular
7111,2019-02-04,Spurs,2019-02-22,Derrick White,placed on IL with right heel injury,18.0,2019,regular
7112,2019-02-04,Wizards,2019-02-21,Troy Brown Jr.,placed on IL with sprained left ankle,17.0,2019,regular
7113,2019-02-05,76ers,2019-02-08,J.J. Redick,placed on IL with nausea,3.0,2019,regular
7114,2019-02-05,76ers,season,Shake Milton,placed on IL with fractured finger,100.0,2019,regular
7115,2019-02-05,Blazers,2019-02-07,Rodney Hood,placed on IL,2.0,2019,regular
7116,2019-02-05,Cavaliers,2019-02-13,Cedi Osman,placed on IL with sprained right ankle,8.0,2019,regular
7117,2019-02-05,Cavaliers,2019-02-08,Nik Stauskas,placed on IL with sore left knee,3.0,2019,regular
7118,2019-02-05,Celtics,2019-02-07,Kyrie Irving,placed on IL with strained left hip,2.0,2019,regular
7119,2019-02-05,Knicks,2019-02-08,Isaiah Hicks,placed on IL,3.0,2019,regular
7120,2019-02-05,Magic,season,Mohamed Bamba / Mo Bamba,placed on IL with left tibia injury (out for season),100.0,2019,regular
7121,2019-02-05,Pistons,2019-02-08,Ishmael Smith / Ish Smith,placed on IL with right adductor injury,3.0,2019,regular
7122,2019-02-05,Raptors,2019-02-09,Chris Boucher,placed on IL,4.0,2019,regular
7123,2019-02-05,Timberwolves,2019-02-11,Derrick Rose,placed on IL with sore right ankle,6.0,2019,regular
7124,2019-02-06,Hornets,2019-02-22,(William) Tony Parker,placed on IL with strained back,16.0,2019,regular
7125,2019-02-06,Nuggets,2019-02-11,Paul Millsap,placed on IL with sore right ankle,5.0,2019,regular
7126,2019-02-06,Pelicans,2019-02-22,Elfrid Payton,placed on IL with sprained right ankle,16.0,2019,regular
7127,2019-02-06,Suns,2019-02-08,Tyler Johnson,placed on IL,2.0,2019,regular
7128,2019-02-07,Spurs,2019-02-12,Lonnie Walker IV,placed on IL with sprained right ankle,5.0,2019,regular
7129,2019-02-07,Raptors,2019-02-09,C.J. Miles,placed on IL,2.0,2019,regular
7130,2019-02-07,Clippers,2019-02-09,JaMychal Green,placed on IL with sore left knee,2.0,2019,regular
7131,2019-02-08,Bucks,2019-02-09,Khris Middleton,placed on IL,1.0,2019,regular
7132,2019-02-08,Pelicans,2019-02-12,Jahlil Okafor,placed on IL with sprained left ankle,4.0,2019,regular
7133,2019-02-08,Pistons,2019-02-22,Jon Leuer,placed on IL,14.0,2019,regular
7134,2019-02-09,Bucks,2019-02-11,Giannis Antetokounmpo,placed on IL with sore right knee,2.0,2019,regular
7135,2019-02-09,Cavaliers,season,Kevin Love,placed on IL,100.0,2019,regular
7136,2019-02-09,Grizzlies,season,Kyle Anderson,placed on IL with sore right shoulder (out for season),100.0,2019,regular
7137,2019-02-09,Rockets,2019-02-11,Isaiah Hartenstein,placed on IL,2.0,2019,regular
7138,2019-02-09,Hawks,2019-02-22,Jaylen Adams,placed on IL with sprained right ankle,13.0,2019,regular
7139,2019-02-10,Blazers,2019-02-11,Gary Trent Jr.,placed on IL,1.0,2019,regular
7140,2019-02-10,Warriors,2019-02-12,Andre Iguodala,placed on IL with left hamstring injury,2.0,2019,regular
7141,2019-02-10,Mavericks,2019-02-13,Salah Mejri,placed on IL,3.0,2019,regular
7142,2019-02-11,Cavaliers,2019-02-13,Ante Zizic,placed on IL with sore lower back,2.0,2019,regular
7144,2019-02-11,Nuggets,2019-02-13,Tyler Lydon,placed on IL with concussion,2.0,2019,regular
7145,2019-02-11,Raptors,2019-03-17,Fred VanVleet,placed on IL with left thumb injury,34.0,2019,regular
7146,2019-02-11,Thunder,2019-02-22,Jerami Grant,placed on IL with sprained right ankle,11.0,2019,regular
7148,2019-02-12,Celtics,2019-02-21,Kyrie Irving,placed on IL with strained right knee,9.0,2019,regular
7149,2019-02-12,Grizzlies,season,Yuta Watanabe,placed on IL with ankle injury,100.0,2019,regular
7150,2019-02-13,76ers,2019-02-21,Furkan Korkmaz,placed on IL with sore right knee,8.0,2019,regular
7151,2019-02-13,Blazers,2019-02-23,Gary Trent Jr.,placed on IL,10.0,2019,regular
7152,2019-02-13,Bulls,2019-02-22,Kris Dunn,placed on IL with bruised tailbone,9.0,2019,regular
7154,2019-02-13,Pistons,2019-03-02,Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL,17.0,2019,regular
7155,2019-02-13,Raptors,2019-02-21,Patrick McCaw,placed on IL with sore right shoulder,8.0,2019,regular
7156,2019-02-13,Warriors,2019-02-21,Andre Iguodala,placed on IL,8.0,2019,regular
7157,2019-02-13,Warriors,2019-02-21,DeMarcus Cousins,placed on IL,8.0,2019,regular
7158,2019-02-13,Warriors,2019-02-21,Shaun Livingston,placed on IL,8.0,2019,regular
