,Date,Team,Acquired,Relinquished,Notes
3006,2021-04-25,Cavaliers,Damyean Dotson,,activated from IL
3007,2021-04-25,Celtics,Kemba Walker,,activated from IL
3008,2021-04-25,Grizzlies,Jonas Valanciunas,,activated from IL
3009,2021-04-25,Kings,Richaun Holmes,,activated from IL
3010,2021-04-25,Nets,Tyler Johnson,,activated from IL
3011,2021-04-25,Thunder,,Luguentz Dort,placed on IL with strained right hip
3012,2021-04-26,76ers,,(James) Mike Scott,placed on IL with sore left hip
3013,2021-04-26,76ers,,Danny Green,placed on IL with left hip injury
3014,2021-04-26,76ers,Ben Simmons,,activated from IL
3015,2021-04-26,76ers,Furkan Korkmaz,,activated from IL
3016,2021-04-26,76ers,Paul Reed,,activated from IL
3017,2021-04-26,Cavaliers,,Lamar Stevens,placed on IL with concussion (out for season)
3018,2021-04-26,Cavaliers,,Larry Nance Jr.,placed on IL with fractured right thumb (out for season)
3019,2021-04-26,Cavaliers,,Matthew Dellavedova,placed on IL with strained neck (out for season)
3020,2021-04-26,Celtics,,Jayson Tatum,placed on IL with left ankle injury
3021,2021-04-26,Clippers,,Luke Kennard,placed on IL
3022,2021-04-26,Clippers,Rajon Rondo,,activated from IL
3023,2021-04-26,Grizzlies,,Sean McDermott,placed on IL
3024,2021-04-26,Grizzlies,Jaren Jackson Jr.,,activated from IL
3025,2021-04-26,Hawks,,Louis Williams / Lou Williams,placed on IL with flu
3026,2021-04-26,Hawks,Kris Dunn,,activated from IL
3027,2021-04-26,Nets,,Bruce Brown,placed on IL with sore right knee
3028,2021-04-26,Pelicans,,Steven Adams,placed on IL with toe injury
3029,2021-04-26,Pistons,,Josh Jackson,placed on IL with illness
3030,2021-04-26,Raptors,,Gary Trent Jr.,placed on IL with bruised left leg
3031,2021-04-26,Raptors,Rodney Hood,,activated from IL
3032,2021-04-26,Rockets,,John Wall (Hildred),placed on IL with strained right hamstring (out for season)
3033,2021-04-26,Rockets,Kevin Porter Jr.,,activated from IL
3034,2021-04-26,Spurs,Rudy Gay,,activated from IL
3035,2021-04-26,Wizards,,Robin Lopez,placed on IL with sprained left ankle
3036,2021-04-26,Wizards,Rui Hachimura,,activated from IL
3037,2021-04-26,Magic,,Devin Cannady,placed on IL recovering from surgery to repair fractured right ankle
3038,2021-04-27,Bucks,,Axel Toupane,placed on IL with strained right oblique muscle
3039,2021-04-27,Bucks,P.J. Tucker,,activated from IL
3040,2021-04-27,Bucks,Rodions Kurucs,,activated from IL
3041,2021-04-27,Celtics,,Kemba Walker,placed on IL with strained left oblique muscle
3042,2021-04-27,Hawks,Louis Williams / Lou Williams,,activated from IL
3043,2021-04-27,Jazz,,Mike Conley Jr.,placed on IL with right hamstring injury
3044,2021-04-27,Thunder,Luguentz Dort,,activated from IL
3045,2021-04-28,76ers,(James) Mike Scott,,activated from IL
3046,2021-04-28,76ers,Danny Green,,activated from IL
3047,2021-04-28,Celtics,Jayson Tatum,,activated from IL
3048,2021-04-28,Celtics,Robert Williams III,,activated from IL
3049,2021-04-28,Clippers,Luke Kennard,,activated from IL
3050,2021-04-28,Hawks,,Kevin Huerter,placed on IL with sprained left shoulder
3051,2021-04-28,Kings,,Harrison Barnes,placed on IL with tightness in left adductor (out for season)
3052,2021-04-28,Knicks,Alec Burks,,activated from IL
3053,2021-04-28,Magic,James Ennis,,activated from IL
3054,2021-04-28,Pelicans,James Johnson,,activated from IL
3055,2021-04-28,Pelicans,Steven Adams,,activated from IL
3056,2021-04-28,Pistons,,Jerami Grant,placed on IL with sore right knee
3057,2021-04-28,Pistons,,Wayne Ellington,placed on IL with calf injury
3058,2021-04-28,Pistons,Josh Jackson,,activated from IL
3059,2021-04-28,Spurs,,Derrick White,placed on IL with sprained right ankle (out for season)
3060,2021-04-28,Thunder,Josh Hall,,activated from IL
3061,2021-04-28,Warriors,Kent Bazemore,,activated from IL
3062,2021-04-28,Wizards,Robin Lopez,,activated from IL
3063,2021-04-29,Grizzlies,,Jaren Jackson Jr.,placed on IL with left knee injury
3064,2021-04-29,Mavericks,,Luka Doncic,placed on IL with left elbow injury
3065,2021-04-29,Mavericks,Josh Richardson,,activated from IL
3066,2021-04-29,Nets,,Kyrie Irving,placed on IL with right groin injury
3067,2021-04-29,Nets,Alize Johnson,,activated from IL
3068,2021-04-29,Pelicans,,Steven Adams,placed on IL with toe injury
3069,2021-04-29,Raptors,,Fred VanVleet,placed on IL with left hip flexor injury
3070,2021-04-29,Raptors,Jalen Harris,,activated from IL
3071,2021-04-29,Thunder,Gabriel Deck,,activated from IL
3072,2021-04-29,Timberwolves,,Jarrett Culver,placed on IL with surgery on right ankle (out for season)
3073,2021-04-30,Bucks,,Donte DiVincenzo,placed on IL with toe injury
3074,2021-04-30,Bucks,,Giannis Antetokounmpo,placed on IL with sprained right ankle
3075,2021-04-30,Bucks,,Justin Jackson (Aaron),placed on IL
3076,2021-04-30,Bulls,,Cristiano Felicio,placed on IL with illness
3077,2021-04-30,Bulls,,Lauri Markkanen,placed on IL with illness
3078,2021-04-30,Cavaliers,Collin Sexton,,activated from IL
3079,2021-04-30,Clippers,,Amir Coffey,placed on IL with NBA health and safety protocols
3080,2021-04-30,Grizzlies,,Grayson Allen,placed on IL with left hand injury
3081,2021-04-30,Grizzlies,Sean McDermott,,activated from IL
3082,2021-04-30,Hawks,Tony Snell,,activated from IL
3083,2021-04-30,Hawks,Trae Young,,activated from IL
3084,2021-04-30,Kings,Marvin Bagley III,,activated from IL
3085,2021-04-30,Lakers,,Alex Caruso,placed on IL with back spasms
3086,2021-04-30,Lakers,LeBron James,,activated from IL
3087,2021-04-30,Mavericks,Luka Doncic,,activated from IL
3088,2021-04-30,Nets,Kyrie Irving,,activated from IL
3089,2021-04-30,Pacers,,JaKarr Sampson,placed on IL with concussion
3090,2021-04-30,Pistons,,Jahlil Okafor,placed on IL with NBA health and safety protocols
3091,2021-04-30,Raptors,Fred VanVleet,,activated from IL
3092,2021-04-30,Thunder,,Luguentz Dort,placed on IL with strained right hip
3093,2021-05-01,Bucks,Donte DiVincenzo,,activated from IL
3094,2021-05-01,Bulls,Lauri Markkanen,,activated from IL
3095,2021-05-01,Clippers,Kawhi Leonard,,activated from IL
3096,2021-05-01,Grizzlies,Jaren Jackson Jr.,,activated from IL
3097,2021-05-01,Hawks,Kevin Huerter,,activated from IL
3098,2021-05-01,Hornets,LaMelo Ball,,activated from IL
3099,2021-05-01,Hornets,Malik Monk,,activated from IL
3100,2021-05-01,Hornets,Nate Darling,,activated from IL
3101,2021-05-01,Mavericks,,J.J. Redick,placed on IL with right heel injury
3102,2021-05-01,Mavericks,,Kristaps Porzingis,placed on IL with sore right knee
3103,2021-05-01,Nets,Bruce Brown,,activated from IL
3104,2021-05-01,Nuggets,,Zeke Nnaji,placed on IL with sprained left ankle
3105,2021-05-01,Pacers,Domantas Sabonis / Domas Sabonis,,activated from IL
3106,2021-05-01,Raptors,,Kyle Lowry,placed on IL
3107,2021-05-01,Thunder,,Aleksej Pokusevski,placed on IL with bruised left knee
3108,2021-05-02,Bucks,Giannis Antetokounmpo,,activated from IL
3109,2021-05-02,Bulls,Cristiano Felicio,,activated from IL
3110,2021-05-02,Kings,,Chimezie Metu,placed on IL with sore lower back
3111,2021-05-02,Lakers,,Dennis Schröder,placed on IL with NBA health and safety protocols
3112,2021-05-02,Lakers,Alex Caruso,,activated from IL
3113,2021-05-02,Mavericks,,Tim Hardaway Jr.,placed on IL with sore right ankle
3114,2021-05-02,Mavericks,J.J. Redick,,activated from IL
3115,2021-05-02,Nets,Nicolas Claxton,,activated from IL
3116,2021-05-02,Raptors,,Fred VanVleet,placed on IL with left hip flexor injury
3117,2021-05-02,Raptors,Kyle Lowry,,activated from IL
3118,2021-05-02,Spurs,,Dejounte Murray,placed on IL with sore left knee
3119,2021-05-02,Thunder,Aleksej Pokusevski,,activated from IL
3120,2021-05-02,Thunder,Luguentz Dort,,activated from IL
3121,2021-05-03,Bucks,,Jeff Teague,placed on IL with strained abdominal
3122,2021-05-03,Bulls,,Nikola Vucevic,placed on IL with hip injury
3123,2021-05-03,Grizzlies,,Sean McDermott,placed on IL (out for season)
3124,2021-05-03,Grizzlies,Grayson Allen,,activated from IL
3125,2021-05-03,Hornets,,Cody Martin,placed on IL with sprained left ankle
3126,2021-05-03,Hornets,,Devonte' Graham,placed on IL with right knee injury
3127,2021-05-03,Knicks,,Nerlens Noel,placed on IL with sprained left ankle
3128,2021-05-03,Lakers,,LeBron James,placed on IL with sore right ankle
3129,2021-05-03,Mavericks,Tim Hardaway Jr.,,activated from IL
3130,2021-05-03,Spurs,Dejounte Murray,,activated from IL
3131,2021-05-04,Cavaliers,,Darius Garland,placed on IL with sprained left ankle
3132,2021-05-04,Clippers,Patrick Beverley,,activated from IL
3133,2021-05-04,Grizzlies,,Jaren Jackson Jr.,placed on IL with left knee injury
3134,2021-05-04,Hornets,,Miles Bridges,placed on IL with NBA health and safety protocols
3135,2021-05-04,Kings,,Tyrese Haliburton,placed on IL with left knee injury (out for season)
3136,2021-05-04,Nuggets,,P.J. Dozier,placed on IL with strained right adductor (out for season)
3137,2021-05-04,Pelicans,Steven Adams,,activated from IL
3138,2021-05-04,Pistons,,Josh Jackson,placed on IL with oral surgery
3139,2021-05-04,Pistons,Jahlil Okafor,,activated from IL
3140,2021-05-04,Raptors,,Ogugua Anunoby / O.G. Anunoby,placed on IL with left calf injury (out for season)
3141,2021-05-04,Raptors,Fred VanVleet,,activated from IL
3142,2021-05-04,Thunder,,Aleksej Pokusevski,placed on IL with bruised left knee
3143,2021-05-04,Magic,Devin Cannady,,activated from IL
3144,2021-05-05,Bucks,,Khris Middleton,placed on IL with sore right knee
3145,2021-05-05,Bucks,Jeff Teague,,activated from IL
3146,2021-05-05,Bucks,Justin Jackson (Aaron),,activated from IL
3147,2021-05-05,Bulls,Zach LaVine,,activated from IL
3148,2021-05-05,Celtics,,Jaylen Brown,placed on IL with sprained right ankle
3149,2021-05-05,Celtics,,Romeo Langford,placed on IL with concussion
3150,2021-05-05,Celtics,,Tristan Thompson,placed on IL with pectoral injury
3151,2021-05-05,Celtics,Kemba Walker,,activated from IL
3152,2021-05-05,Knicks,Nerlens Noel,,activated from IL
3153,2021-05-05,Magic,,Chuma Okeke,placed on IL with sprained left ankle (out for season)
3154,2021-05-05,Pacers,,Malcolm Brogdon,placed on IL with sore right hamstring (out for season)
3155,2021-05-05,Pacers,Goga Bitadze,,activated from IL
3156,2021-05-05,Pelicans,,Brandon Ingram,placed on IL with sprained left ankle (out for season)
3157,2021-05-05,Wizards,,Rui Hachimura,placed on IL with illness
3158,2021-05-06,Bucks,Khris Middleton,,activated from IL
3159,2021-05-06,Bulls,Nikola Vucevic,,activated from IL
3160,2021-05-06,Grizzlies,,Grayson Allen,placed on IL with abdominal injury (out for season)
3161,2021-05-06,Grizzlies,,Xavier Tillman,placed on IL with illness
3162,2021-05-06,Grizzlies,Jaren Jackson Jr.,,activated from IL
3163,2021-05-06,Jazz,,Juwan Morgan,placed on IL with right heel injury
3164,2021-05-06,Lakers,,Talen Horton-Tucker,placed on IL with strained right calf
3165,2021-05-06,Pistons,,Killian Hayes,placed on IL with illness
3166,2021-05-06,Pistons,Wayne Ellington,,activated from IL
3167,2021-05-06,Raptors,,Kyle Lowry,placed on IL with back injury
3168,2021-05-06,Raptors,Gary Trent Jr.,,activated from IL
3169,2021-05-07,76ers,,Furkan Korkmaz,placed on IL with sprained right ankle
3170,2021-05-07,Blazers,,T.J. Leaf,placed on IL with illness
3171,2021-05-07,Bucks,,Justin Jackson (Aaron),placed on IL
3172,2021-05-07,Celtics,,Robert Williams III,placed on IL with turf toe
3173,2021-05-07,Celtics,Romeo Langford,,activated from IL
3174,2021-05-07,Celtics,Tristan Thompson,,activated from IL
3175,2021-05-07,Grizzlies,Xavier Tillman,,activated from IL
3176,2021-05-07,Jazz,Udoka Azubuike,,activated from IL
3177,2021-05-07,Kings,Chimezie Metu,,activated from IL
3178,2021-05-07,Knicks,,Alec Burks,placed on IL with bruised left knee
3179,2021-05-07,Knicks,,Immanuel Quickley,placed on IL with sprained left ankle
3180,2021-05-07,Knicks,,Luca Vildoza,placed on IL with NBA health and safety protocols (out for season)
3181,2021-05-07,Magic,,James Ennis,placed on IL with right calf injury (out for season)
3182,2021-05-07,Pelicans,,Steven Adams,placed on IL with toe injury (out for season)
3183,2021-05-07,Pelicans,,Zion Williamson,placed on IL with fractured finger (out for season)
3184,2021-05-07,Pistons,Killian Hayes,,activated from IL
3185,2021-05-07,Raptors,,Fred VanVleet,placed on IL with left hip flexor injury (out for season)
3186,2021-05-07,Rockets,,D.J. Wilson,placed on IL with NBA health and safety protocols (out for season)
3187,2021-05-07,Suns,,Cameron Johnson,placed on IL with sprained right wrist
3188,2021-05-07,Wizards,Rui Hachimura,,activated from IL
3189,2021-05-08,76ers,,Ben Simmons,placed on IL with back injury
3190,2021-05-08,76ers,,Seth Curry,placed on IL with left hip flexor injury
3191,2021-05-08,Blazers,,Carmelo Anthony,placed on IL with sprained right ankle
3192,2021-05-08,Blazers,T.J. Leaf,,activated from IL
3193,2021-05-08,Pistons,Jerami Grant,,activated from IL
3194,2021-05-08,Thunder,,Ty Jerome,placed on IL with strained left calf
3195,2021-05-09,Bulls,,Daniel Theis,placed on IL with bruised right hip
3196,2021-05-09,Celtics,Robert Williams III,,activated from IL
3197,2021-05-09,Kings,,Hassan Whiteside,placed on IL with NBA health and safety protocols
3198,2021-05-09,Lakers,Talen Horton-Tucker,,activated from IL
3199,2021-05-09,Pelicans,Nickeil Alexander-Walker,,activated from IL
3200,2021-05-09,Pistons,,Hamidou Diallo,placed on IL with NBA health and safety protocols
3201,2021-05-09,Rockets,,Sterling Brown,placed on IL with facial injury (out for season)
3202,2021-05-09,Thunder,,Luguentz Dort,placed on IL with patellar tendinitis in right knee (out for season)
3203,2021-05-09,Thunder,Aleksej Pokusevski,,activated from IL
3204,2021-05-09,Wizards,,Bradley Beal,placed on IL with strained left hamstring
3205,2021-05-10,76ers,,Matisse Thybulle,placed on IL with sore left hand
3206,2021-05-10,76ers,Ben Simmons,,activated from IL
3207,2021-05-10,76ers,Seth Curry,,activated from IL
3208,2021-05-10,Bucks,Justin Jackson (Aaron),,activated from IL
3209,2021-05-10,Celtics,,Jaylen Brown,placed on IL with left wrist injury (out for season)
3210,2021-05-10,Hawks,,Tony Snell,placed on IL with right Achilles injury
3211,2021-05-10,Hawks,De'Andre Hunter,,activated from IL
3212,2021-05-10,Raptors,,Pascal Siakam,placed on IL with strained left shoulder (out for season)
3213,2021-05-10,Thunder,,Theo Maledon,placed on IL with left foot injury
3214,2021-05-11,76ers,,Joel Embiid,placed on IL with illness
3215,2021-05-11,Blazers,Carmelo Anthony,,activated from IL
3216,2021-05-11,Bulls,Daniel Theis,,activated from IL
3217,2021-05-11,Celtics,,Robert Williams III,placed on IL with turf toe / sprained left toe
3218,2021-05-11,Grizzlies,,Jaren Jackson Jr.,placed on IL with left knee injury
3219,2021-05-11,Grizzlies,,Jonas Valanciunas,placed on IL with sore back
3220,2021-05-11,Hawks,,De'Andre Hunter,placed on IL with right knee injury
3221,2021-05-11,Hornets,Devonte' Graham,,activated from IL
3222,2021-05-11,Kings,,Marvin Bagley III,placed on IL with tightness in right groin (out for season)
3223,2021-05-11,Kings,Hassan Whiteside,,activated from IL
3224,2021-05-11,Nuggets,Monte Morris,,activated from IL
3225,2021-05-11,Nuggets,Zeke Nnaji,,activated from IL
3226,2021-05-11,Pacers,,Edmond Sumner,placed on IL with bruised left knee (out for season)
3227,2021-05-11,Pacers,JaKarr Sampson,,activated from IL
3228,2021-05-11,Pistons,,Frank Jackson,placed on IL with sprained right ankle (out for season)
3229,2021-05-11,Pistons,Josh Jackson,,activated from IL
3230,2021-05-11,Raptors,Chris Boucher,,activated from IL
3231,2021-05-12,Blazers,,Nassir Little,placed on IL with back spasms
3232,2021-05-12,Celtics,,Kemba Walker,placed on IL with left knee injury
3233,2021-05-12,Celtics,,Marcus Smart,placed on IL with bruised right calf (out for season)
3234,2021-05-12,Hawks,Tony Snell,,activated from IL
3235,2021-05-12,Heat,,Victor Oladipo,placed on IL with right quadricep injury (out for season)
3236,2021-05-12,Lakers,,Alex Caruso,placed on IL with sore right foot
3237,2021-05-12,Lakers,,Anthony Davis,placed on IL with left adductor injury
3238,2021-05-12,Mavericks,,J.J. Redick,placed on IL with right heel injury (out for season)
3239,2021-05-12,Mavericks,Kristaps Porzingis,,activated from IL
3240,2021-05-12,Nets,,Joe Harris,placed on IL with sore left hip / glute muscle injury
3241,2021-05-12,Nets,,Kyrie Irving,placed on IL with facial injury
3242,2021-05-12,Nets,James Harden,,activated from IL
3243,2021-05-13,76ers,Furkan Korkmaz,,activated from IL
3244,2021-05-13,76ers,Joel Embiid,,activated from IL
3245,2021-05-13,Bulls,,Daniel Theis,placed on IL with bruised right hip (out for season)
3246,2021-05-13,Grizzlies,Jaren Jackson Jr.,,activated from IL
3247,2021-05-13,Grizzlies,Jonas Valanciunas,,activated from IL
3248,2021-05-13,Hawks,,Tony Snell,placed on IL with right Achilles injury
3249,2021-05-13,Hawks,De'Andre Hunter,,activated from IL
3250,2021-05-13,Knicks,,Derrick Rose,placed on IL with sprained left ankle
3251,2021-05-13,Knicks,Alec Burks,,activated from IL
3252,2021-05-13,Knicks,Immanuel Quickley,,activated from IL
3253,2021-05-13,Nuggets,,Monte Morris,placed on IL with right hamstring injury
3254,2021-05-13,Spurs,,Luka Samanic,placed on IL with fractured hand (out for season)
3255,2021-05-13,Thunder,Theo Maledon,,activated from IL
3256,2021-05-14,Cavaliers,Darius Garland,,activated from IL
3257,2021-05-14,Celtics,,Kemba Walker,placed on IL with cervical injury
3258,2021-05-14,Celtics,,Tristan Thompson,placed on IL with pectoral injury (out for season)
3259,2021-05-14,Clippers,,Patrick Beverley,placed on IL with left hand injury
3260,2021-05-14,Clippers,,Reggie Jackson (Shon),placed on IL with left Achilles injury
3261,2021-05-14,Clippers,Serge Ibaka,,activated from IL
3262,2021-05-14,Grizzlies,,Ja Morant,placed on IL with sore back
3263,2021-05-14,Grizzlies,,Jaren Jackson Jr.,placed on IL with left knee injury
3264,2021-05-14,Jazz,,Elijah Hughes,placed on IL
3265,2021-05-14,Jazz,Juwan Morgan,,activated from IL
3266,2021-05-14,Jazz,Mike Conley Jr.,,activated from IL
